,0
0,0.0
1,0.0
2,0.3333333333333333
3,0.6666666666666666
4,0.3333333333333333
5,0.6666666666666666
6,0.6666666666666666
7,0.3333333333333333
8,0.3333333333333333
9,0.3333333333333333
10,0.0
11,0.0
12,1.0
13,0.6666666666666666
14,0.3333333333333333
15,1.0
16,0.0
17,0.6666666666666666
18,0.3333333333333333
19,0.0
20,0.6666666666666666
21,1.0
22,1.0
23,0.3333333333333333
24,0.6666666666666666
25,0.0
26,1.0
27,0.3333333333333333
28,0.6666666666666666
29,0.0
30,0.3333333333333333
31,0.0
32,0.6666666666666666
33,0.0
34,0.3333333333333333
35,0.3333333333333333
36,0.3333333333333333
37,0.6666666666666666
38,0.3333333333333333
39,0.0
40,0.3333333333333333
41,0.0
42,0.0
43,1.0
44,0.3333333333333333
45,0.3333333333333333
46,0.3333333333333333
47,0.3333333333333333
48,0.3333333333333333
49,0.0
50,0.3333333333333333
51,0.0
52,0.3333333333333333
53,0.0
54,0.3333333333333333
55,0.0
56,0.0
57,0.3333333333333333
58,0.0
59,0.6666666666666666
60,0.0
61,0.3333333333333333
62,0.3333333333333333
63,0.3333333333333333
64,1.0
65,1.0
66,0.3333333333333333
67,0.0
68,0.3333333333333333
69,0.3333333333333333
70,0.0
71,0.3333333333333333
72,0.0
73,0.6666666666666666
74,1.0
75,0.6666666666666666
76,0.0
77,1.0
78,0.0
79,0.0
80,1.0
81,0.0
82,1.0
83,0.0
84,0.3333333333333333
85,0.0
86,1.0
87,0.6666666666666666
88,0.3333333333333333
89,1.0
90,0.3333333333333333
91,0.0
92,0.0
93,0.0
94,1.0
95,0.3333333333333333
96,0.3333333333333333
97,0.3333333333333333
98,0.0
99,0.0
100,1.0
101,0.3333333333333333
102,0.3333333333333333
103,0.3333333333333333
104,0.3333333333333333
105,0.0
106,0.3333333333333333
107,0.3333333333333333
108,0.0
109,0.0
110,0.6666666666666666
111,0.3333333333333333
112,0.6666666666666666
113,0.3333333333333333
114,0.6666666666666666
115,0.3333333333333333
116,0.0
117,0.6666666666666666
118,0.3333333333333333
119,1.0
120,0.6666666666666666
121,0.0
122,1.0
123,0.0
124,0.3333333333333333
125,0.3333333333333333
126,0.0
127,1.0
128,0.3333333333333333
129,0.0
130,0.3333333333333333
131,0.3333333333333333
132,0.3333333333333333
133,0.0
134,0.0
135,0.0
136,0.6666666666666666
137,0.0
138,0.6666666666666666
139,0.0
140,0.0
141,0.6666666666666666
142,0.3333333333333333
143,0.0
144,0.6666666666666666
145,0.3333333333333333
146,0.0
147,0.0
148,0.0
149,0.0
150,1.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.6666666666666666
157,0.6666666666666666
158,0.6666666666666666
159,0.6666666666666666
160,0.3333333333333333
161,1.0
162,0.6666666666666666
163,0.0
164,0.3333333333333333
165,0.3333333333333333
166,0.6666666666666666
167,0.0
168,1.0
169,0.6666666666666666
170,0.0
171,0.6666666666666666
172,0.0
173,0.0
174,0.0
175,1.0
176,0.6666666666666666
177,0.6666666666666666
178,0.6666666666666666
179,0.3333333333333333
180,0.0
181,0.6666666666666666
182,0.6666666666666666
183,0.3333333333333333
184,0.6666666666666666
185,0.6666666666666666
186,0.6666666666666666
187,0.0
188,0.0
189,0.6666666666666666
190,0.0
191,0.0
192,0.3333333333333333
193,0.3333333333333333
194,1.0
195,0.0
196,1.0
197,0.6666666666666666
198,0.0
199,0.3333333333333333
200,0.3333333333333333
201,1.0
202,0.3333333333333333
203,1.0
204,0.0
205,0.3333333333333333
206,0.3333333333333333
207,0.0
208,1.0
209,0.3333333333333333
210,0.3333333333333333
211,0.0
212,0.0
213,0.3333333333333333
214,0.0
215,0.6666666666666666
216,0.3333333333333333
217,0.3333333333333333
218,0.6666666666666666
219,0.0
220,0.6666666666666666
221,0.3333333333333333
222,0.6666666666666666
223,0.3333333333333333
224,1.0
225,0.6666666666666666
226,0.0
227,0.3333333333333333
228,0.0
229,0.0
230,0.6666666666666666
231,1.0
232,0.6666666666666666
233,0.3333333333333333
234,0.6666666666666666
235,0.0
236,0.3333333333333333
237,0.3333333333333333
238,0.6666666666666666
239,1.0
240,0.6666666666666666
241,0.6666666666666666
242,0.3333333333333333
243,0.0
244,0.0
245,0.6666666666666666
246,0.6666666666666666
247,0.0
248,1.0
249,0.3333333333333333
250,1.0
251,0.0
252,0.6666666666666666
253,0.0
254,0.3333333333333333
255,0.0
256,0.3333333333333333
257,0.0
258,0.6666666666666666
259,0.3333333333333333
260,0.0
261,0.3333333333333333
262,0.3333333333333333
263,0.6666666666666666
264,0.3333333333333333
265,0.0
266,0.0
267,0.0
268,0.3333333333333333
269,0.0
270,0.0
271,0.3333333333333333
272,1.0
273,1.0
274,0.0
275,0.6666666666666666
276,0.0
277,0.6666666666666666
278,0.0
279,0.0
280,0.6666666666666666
281,1.0
282,0.3333333333333333
283,0.3333333333333333
284,0.6666666666666666
285,0.0
286,0.0
287,0.3333333333333333
288,0.0
289,0.0
290,0.0
291,0.6666666666666666
292,0.0
293,0.3333333333333333
294,0.0
295,0.3333333333333333
296,1.0
297,0.0
298,0.0
299,0.3333333333333333
300,0.3333333333333333
301,0.3333333333333333
302,0.3333333333333333
303,0.0
304,0.3333333333333333
305,0.3333333333333333
306,0.6666666666666666
307,1.0
308,0.0
309,0.3333333333333333
310,0.3333333333333333
311,0.3333333333333333
312,0.0
313,0.3333333333333333
314,0.6666666666666666
315,0.6666666666666666
316,0.3333333333333333
317,0.3333333333333333
318,0.6666666666666666
319,0.0
320,0.3333333333333333
321,0.3333333333333333
322,0.0
323,0.3333333333333333
324,0.6666666666666666
325,0.0
326,1.0
327,0.0
328,0.3333333333333333
329,0.3333333333333333
330,0.6666666666666666
331,0.3333333333333333
332,0.0
333,0.6666666666666666
334,0.6666666666666666
335,0.0
336,0.3333333333333333
337,0.0
338,0.0
339,0.0
340,0.0
341,0.3333333333333333
342,0.0
343,0.6666666666666666
344,0.3333333333333333
345,0.0
346,0.0
347,0.0
348,0.0
349,0.6666666666666666
350,1.0
351,0.0
352,0.0
353,0.3333333333333333
354,1.0
355,0.3333333333333333
356,0.6666666666666666
357,0.0
358,0.3333333333333333
359,0.6666666666666666
360,0.0
361,1.0
362,0.6666666666666666
363,0.6666666666666666
364,1.0
365,0.0
366,0.0
367,0.6666666666666666
368,1.0
369,0.3333333333333333
370,0.0
371,1.0
372,1.0
373,0.3333333333333333
374,0.6666666666666666
375,0.6666666666666666
376,0.0
377,0.3333333333333333
378,0.0
379,0.3333333333333333
380,0.3333333333333333
381,0.3333333333333333
382,0.3333333333333333
383,0.6666666666666666
384,0.0
385,1.0
386,0.0
387,0.0
388,0.3333333333333333
389,0.0
390,0.0
391,1.0
392,0.6666666666666666
393,0.0
394,0.0
395,0.6666666666666666
396,0.0
397,1.0
398,0.0
